Audio File,Whisper,Faster-Whisper,Sarvam,Gemini,Latency (s),Accuracy (%),Remarks
audio0.wav,,,,,,,
audio0_fixed.wav,,,,,,,
audio1.wav,,,,,,,
audio2.wav,,,,,,,
audio3.wav,,,,,,,
audio4.wav,,,,,,,
audio5.wav,,,,,,,
audio6.wav,,,,,,,
audio7.wav,,,,,,,
audio8.wav,,,,,,,
